open_time,open,high,low,close,volume,close_time,quote asset volume,num_trades,taker_base_vol,taker_quote_vol,ignore
2021-01-05 23:20:00,33842.50000000,34000.00000000,33743.09000000,33951.69000000,124.75185600,2021-01-05 23:20:59.999,4225403.37383741,2716,58.59613900,1985735.86190913,0
2021-01-05 23:21:00,33951.70000000,33968.16000000,33818.44000000,33836.25000000,107.35475200,2021-01-05 23:21:59.999,3635470.23853122,1746,41.86496900,1417149.03806059,0
2021-01-05 23:22:00,33836.25000000,33898.05000000,33795.66000000,33861.89000000,111.10072100,2021-01-05 23:22:59.999,3760171.44284776,1723,41.79018000,1414265.32282185,0
2021-01-05 23:23:00,33862.91000000,33899.98000000,33816.20000000,33824.42000000,44.22967100,2021-01-05 23:23:59.999,1497911.26783797,1130,23.02252500,779766.09166570,0
2021-01-05 23:24:00,33824.05000000,33857.76000000,33680.00000000,33705.93000000,141.69983600,2021-01-05 23:24:59.999,4782301.73429530,2369,69.00047800,2328443.33618484,0
2021-01-05 23:25:00,33705.94000000,33773.23000000,33680.01000000,33747.32000000,126.97332300,2021-01-05 23:25:59.999,4281824.75731311,1658,59.19243600,1996192.69097438,0
2021-01-05 23:26:00,33746.67000000,33856.95000000,33713.23000000,33845.42000000,54.23998800,2021-01-05 23:26:59.999,1832936.83760381,1525,31.07302600,1049999.75855199,0
2021-01-05 23:27:00,33839.97000000,33874.06000000,33817.63000000,33845.66000000,47.04861200,2021-01-05 23:27:59.999,1592228.47433154,1213,29.55574500,1000236.02606014,0
2021-01-05 23:28:00,33845.66000000,33845.67000000,33723.94000000,33811.29000000,61.64240500,2021-01-05 23:28:59.999,2082674.42061992,1292,26.59321300,898399.16011057,0
2021-01-05 23:29:00,33811.72000000,33837.74000000,33778.69000000,33828.62000000,32.24454000,2021-01-05 23:29:59.999,1089974.31508979,824,12.60744300,426188.72392689,0
2021-01-05 23:30:00,33828.61000000,33900.00000000,33828.61000000,33865.02000000,84.46793400,2021-01-05 23:30:59.999,2861155.69508043,1405,29.16619900,987947.50796035,0
2021-01-05 23:31:00,33865.02000000,33950.00000000,33863.87000000,33919.70000000,65.21800800,2021-01-05 23:31:59.999,2210763.62060352,1291,29.34381100,994975.76533861,0
2021-01-05 23:32:00,33919.70000000,33922.45000000,33830.67000000,33867.95000000,80.82783800,2021-01-05 23:32:59.999,2737814.03542548,1271,27.32105800,925129.36125081,0
2021-01-05 23:33:00,33867.95000000,33898.37000000,33830.73000000,33873.48000000,74.76601800,2021-01-05 23:33:59.999,2532127.79025008,1227,29.55619800,1000927.03771891,0
2021-01-05 23:34:00,33873.49000000,33879.36000000,33850.00000000,33851.67000000,78.38418400,2021-01-05 23:34:59.999,2654418.84092649,1126,36.44677600,1234162.13657440,0
2021-01-05 23:35:00,33851.68000000,33933.58000000,33851.33000000,33932.89000000,72.79751200,2021-01-05 23:35:59.999,2466494.73128638,1188,42.09114200,1426299.57855758,0
2021-01-05 23:36:00,33932.89000000,33962.46000000,33896.82000000,33921.06000000,94.76867300,2021-01-05 23:36:59.999,3215642.69186048,1546,38.10434600,1293038.72125630,0
2021-01-05 23:37:00,33922.46000000,33933.91000000,33856.11000000,33872.53000000,85.82876800,2021-01-05 23:37:59.999,2908995.81772688,1460,30.84083900,1045192.72391799,0
2021-01-05 23:38:00,33872.53000000,33917.00000000,33852.40000000,33906.60000000,67.50715900,2021-01-05 23:38:59.999,2287342.62618050,1303,31.10198800,1053660.49619221,0
2021-01-05 23:39:00,33906.61000000,33955.30000000,33902.02000000,33950.01000000,71.40294000,2021-01-05 23:39:59.999,2422577.99901670,1454,35.03274100,1188515.12211970,0
2021-01-05 23:40:00,33950.00000000,33953.88000000,33899.94000000,33916.92000000,81.35526500,2021-01-05 23:40:59.999,2759838.06009982,1225,33.02511100,1120116.93679638,0
2021-01-05 23:41:00,33916.93000000,33942.99000000,33908.66000000,33923.18000000,51.25031300,2021-01-05 23:41:59.999,1738640.84517184,968,17.76859600,602759.94447017,0
2021-01-05 23:42:00,33923.18000000,33976.92000000,33873.96000000,33976.92000000,75.37785400,2021-01-05 23:42:59.999,2556174.60978446,1456,34.63501800,1174494.56602623,0
2021-01-05 23:43:00,33976.92000000,33983.63000000,33943.22000000,33967.02000000,51.38121700,2021-01-05 23:43:59.999,1745206.76288294,904,22.36439600,759534.15966738,0
2021-01-05 23:44:00,33967.03000000,33977.91000000,33878.49000000,33878.49000000,40.36178200,2021-01-05 23:44:59.999,1369328.12445271,1002,16.48933600,559468.22150753,0
2021-01-05 23:45:00,33877.62000000,33888.07000000,33736.89000000,33750.69000000,91.99783100,2021-01-05 23:45:59.999,3110484.84848908,1904,30.85059800,1043032.44301937,0
2021-01-05 23:46:00,33750.69000000,33793.21000000,33702.88000000,33740.01000000,81.97391300,2021-01-05 23:46:59.999,2766573.24933592,1731,40.61411100,1370834.29509052,0
2021-01-05 23:47:00,33740.00000000,33794.45000000,33728.96000000,33794.45000000,58.06454800,2021-01-05 23:47:59.999,1959937.15049969,1152,21.73619100,733730.92500190,0
2021-01-05 23:48:00,33794.24000000,33958.58000000,33794.24000000,33943.90000000,79.56320000,2021-01-05 23:48:59.999,2695456.86807436,1836,43.55444500,1475272.66261425,0
2021-01-05 23:49:00,33943.90000000,34040.37000000,33943.90000000,34019.85000000,92.64371800,2021-01-05 23:49:59.999,3149482.05116740,1916,50.94109800,1731706.23043744,0
2021-01-05 23:50:00,34019.84000000,34050.00000000,33997.22000000,34025.24000000,64.66542900,2021-01-05 23:50:59.999,2200246.25962050,1082,22.26642600,757628.77724572,0
2021-01-05 23:51:00,34025.24000000,34026.38000000,33983.33000000,34000.04000000,62.03808600,2021-01-05 23:51:59.999,2109446.67313734,1161,13.69909300,465770.09913875,0
2021-01-05 23:52:00,34000.03000000,34062.00000000,34000.03000000,34026.09000000,38.99220200,2021-01-05 23:52:59.999,1327302.37322952,906,15.27168500,519844.06248773,0
2021-01-05 23:53:00,34021.44000000,34026.56000000,33930.45000000,33968.02000000,98.86668100,2021-01-05 23:53:59.999,3359249.90606863,1399,26.00618600,883384.36907854,0
2021-01-05 23:54:00,33968.03000000,34012.62000000,33967.99000000,33994.23000000,35.60443600,2021-01-05 23:54:59.999,1210310.84334522,822,15.23099200,517713.56186246,0
2021-01-05 23:55:00,33994.23000000,34007.42000000,33972.78000000,33978.13000000,52.13346500,2021-01-05 23:55:59.999,1772104.96827771,810,11.62376100,395140.30646564,0
2021-01-05 23:56:00,33978.13000000,33997.18000000,33898.41000000,33901.47000000,61.46653100,2021-01-05 23:56:59.999,2087177.82803759,1188,18.46432000,627151.53720043,0
2021-01-05 23:57:00,33901.47000000,33915.86000000,33852.94000000,33874.61000000,65.79322500,2021-01-05 23:57:59.999,2229262.49755792,1282,28.29565000,958577.65323179,0
2021-01-05 23:58:00,33874.61000000,33915.29000000,33862.15000000,33902.19000000,74.00884300,2021-01-05 23:58:59.999,2508212.85929979,1133,31.71984300,1074859.91616404,0
2021-01-05 23:59:00,33902.13000000,33967.50000000,33893.06000000,33949.53000000,63.03148100,2021-01-05 23:59:59.999,2138925.06734736,974,21.05616400,714603.35137761,0
2021-01-06 00:00:00,33949.53000000,34062.00000000,33949.53000000,34035.20000000,114.56378800,2021-01-06 00:00:59.999,3896924.97431933,2484,67.15242100,2284068.30012280,0
2021-01-06 00:01:00,34035.20000000,34107.59000000,34031.65000000,34047.59000000,101.96968800,2021-01-06 00:01:59.999,3474322.20602296,2026,38.65789200,1317179.42014340,0
2021-01-06 00:02:00,34047.60000000,34068.18000000,34012.80000000,34012.81000000,56.22763900,2021-01-06 00:02:59.999,1914119.95749127,1238,20.04288200,682300.04650160,0
2021-01-06 00:03:00,34012.82000000,34027.11000000,33949.76000000,33953.85000000,73.16653100,2021-01-06 00:03:59.999,2487316.24785048,1237,28.88003500,981656.03151885,0
2021-01-06 00:04:00,33953.85000000,33965.10000000,33820.00000000,33830.12000000,110.20669900,2021-01-06 00:04:59.999,3733492.10995569,1917,43.43708600,1471452.84607318,0
2021-01-06 00:05:00,33828.23000000,33898.20000000,33788.00000000,33810.93000000,61.03637100,2021-01-06 00:05:59.999,2065675.47679353,1476,16.61867600,562602.94304790,0
2021-01-06 00:06:00,33810.93000000,33854.17000000,33777.00000000,33800.00000000,97.62366200,2021-01-06 00:06:59.999,3300875.03152542,1622,46.89644200,1585632.14706536,0
2021-01-06 00:07:00,33800.00000000,33800.01000000,33705.32000000,33714.62000000,108.79835600,2021-01-06 00:07:59.999,3671762.27905880,1959,49.41793800,1667948.22147065,0
2021-01-06 00:08:00,33714.61000000,33781.00000000,33700.00000000,33707.37000000,170.47516400,2021-01-06 00:08:59.999,5747797.29152791,2055,63.60807800,2145386.94564605,0
2021-01-06 00:09:00,33701.70000000,33702.40000000,33500.00000000,33609.74000000,351.13742900,2021-01-06 00:09:59.999,11799371.08543053,5689,116.89130900,3924414.12639301,0
2021-01-06 00:10:00,33610.99000000,33734.99000000,33575.28000000,33721.23000000,141.04393900,2021-01-06 00:10:59.999,4749555.15036460,3012,65.01278000,2189086.29429357,0
2021-01-06 00:11:00,33725.97000000,33825.32000000,33710.00000000,33797.11000000,91.68239500,2021-01-06 00:11:59.999,3097319.98895245,2110,46.64827900,1576144.07586084,0
2021-01-06 00:12:00,33797.11000000,33819.97000000,33738.00000000,33773.28000000,87.45937100,2021-01-06 00:12:59.999,2954660.31140253,1550,30.51944300,1030961.87164815,0
2021-01-06 00:13:00,33773.27000000,33800.00000000,33751.05000000,33786.77000000,52.32497800,2021-01-06 00:13:59.999,1767438.45436139,1036,18.55589000,626803.08781417,0
2021-01-06 00:14:00,33786.76000000,33819.96000000,33749.92000000,33804.05000000,103.59900300,2021-01-06 00:14:59.999,3500579.82917574,1273,44.99545700,1520465.05073251,0
2021-01-06 00:15:00,33804.06000000,33809.49000000,33690.59000000,33706.05000000,132.52711300,2021-01-06 00:15:59.999,4467722.46460433,1494,41.34447900,1394251.53884289,0
2021-01-06 00:16:00,33706.05000000,33706.05000000,33544.18000000,33610.12000000,127.65152400,2021-01-06 00:16:59.999,4291756.80054448,2433,48.98064400,1646669.86914535,0
2021-01-06 00:17:00,33610.12000000,33646.56000000,33550.01000000,33625.41000000,108.60765500,2021-01-06 00:17:59.999,3649275.52818993,1706,50.06743800,1682304.97354413,0
2021-01-06 00:18:00,33625.42000000,33702.76000000,33560.00000000,33573.79000000,102.10289000,2021-01-06 00:18:59.999,3434133.76708731,1737,36.66085000,1233141.36150460,0
2021-01-06 00:19:00,33573.78000000,33626.05000000,33500.00000000,33618.78000000,145.61277000,2021-01-06 00:19:59.999,4884701.75091846,2151,72.63637300,2436994.12517447,0
2021-01-06 00:20:00,33618.78000000,33624.85000000,33500.00000000,33500.01000000,86.71209900,2021-01-06 00:20:59.999,2909161.31436773,1448,35.65085300,1196102.79024925,0
2021-01-06 00:21:00,33500.01000000,33563.19000000,33402.00000000,33477.50000000,285.76989600,2021-01-06 00:21:59.999,9565306.26763994,3561,104.04514100,3481359.35865029,0
2021-01-06 00:22:00,33477.48000000,33515.51000000,33288.00000000,33498.75000000,347.93112300,2021-01-06 00:22:59.999,11623015.05133894,4602,139.24575100,4652593.07639152,0
2021-01-06 00:23:00,33498.74000000,33498.74000000,33288.00000000,33338.46000000,371.96508600,2021-01-06 00:23:59.999,12426063.43676821,3081,50.35017400,1681636.12930916,0
2021-01-06 00:24:00,33344.77000000,33496.45000000,33344.77000000,33416.53000000,146.88083500,2021-01-06 00:24:59.999,4912527.43850293,2384,69.61807500,2328002.65298224,0
2021-01-06 00:25:00,33418.17000000,33522.71000000,33413.03000000,33496.36000000,103.40927600,2021-01-06 00:25:59.999,3462791.78877973,1726,47.85666300,1602457.99073495,0
2021-01-06 00:26:00,33496.34000000,33573.81000000,33492.47000000,33516.74000000,184.73456600,2021-01-06 00:26:59.999,6193169.66707607,1977,108.30955200,3629932.66921060,0
2021-01-06 00:27:00,33516.74000000,33528.30000000,33457.50000000,33514.32000000,60.02519400,2021-01-06 00:27:59.999,2010435.77993763,1112,35.82094400,1199762.76657912,0
2021-01-06 00:28:00,33514.32000000,33514.32000000,33437.65000000,33500.51000000,60.15716200,2021-01-06 00:28:59.999,2013869.41911994,1179,20.52712700,687306.59036156,0
2021-01-06 00:29:00,33499.33000000,33662.79000000,33499.33000000,33625.74000000,104.76483800,2021-01-06 00:29:59.999,3519337.60748869,2084,63.38205900,2128494.91874760,0
2021-01-06 00:30:00,33625.74000000,33682.12000000,33613.58000000,33682.11000000,74.76957800,2021-01-06 00:30:59.999,2515933.78436683,1438,33.26175400,1119199.90821449,0
2021-01-06 00:31:00,33682.11000000,33811.91000000,33678.00000000,33743.75000000,168.94942600,2021-01-06 00:31:59.999,5701419.04040178,2882,105.31011600,3553737.79305188,0
2021-01-06 00:32:00,33743.75000000,33790.03000000,33735.56000000,33739.78000000,74.43433500,2021-01-06 00:32:59.999,2512680.17789779,1186,20.64516200,696893.11309275,0
2021-01-06 00:33:00,33739.68000000,33788.92000000,33710.50000000,33762.89000000,96.03957700,2021-01-06 00:33:59.999,3240518.07133502,1467,36.23074000,1222866.24208216,0
2021-01-06 00:34:00,33762.89000000,33769.24000000,33725.33000000,33763.18000000,59.78825300,2021-01-06 00:34:59.999,2017670.34151657,1020,18.69532900,630928.19954707,0
2021-01-06 00:35:00,33762.15000000,33769.00000000,33670.60000000,33702.76000000,63.63240500,2021-01-06 00:35:59.999,2145153.50768530,1221,17.05530800,575014.58185488,0
2021-01-06 00:36:00,33702.06000000,33778.03000000,33695.83000000,33749.42000000,42.61250300,2021-01-06 00:36:59.999,1437703.12640030,986,22.65664600,764556.72330481,0
2021-01-06 00:37:00,33749.43000000,33774.52000000,33717.82000000,33763.63000000,38.81537100,2021-01-06 00:37:59.999,1310028.09390898,948,14.47886600,488665.15774631,0
2021-01-06 00:38:00,33763.63000000,33818.82000000,33763.63000000,33780.01000000,70.80881600,2021-01-06 00:38:59.999,2392499.42028584,1192,43.02273300,1453715.15301270,0
2021-01-06 00:39:00,33783.60000000,33838.74000000,33754.64000000,33806.12000000,45.98027900,2021-01-06 00:39:59.999,1554083.93099643,1295,19.79912000,669371.83201010,0
2021-01-06 00:40:00,33806.47000000,33881.11000000,33802.09000000,33854.64000000,63.53234100,2021-01-06 00:40:59.999,2149910.54782648,1553,44.72884900,1513635.23340109,0
2021-01-06 00:41:00,33854.64000000,33854.64000000,33813.54000000,33829.95000000,54.85908700,2021-01-06 00:41:59.999,1855820.53222777,1040,20.09492800,679755.82717410,0
2021-01-06 00:42:00,33829.95000000,33829.96000000,33769.32000000,33783.72000000,60.19033500,2021-01-06 00:42:59.999,2034525.33613070,1133,19.09260800,645314.27768288,0
2021-01-06 00:43:00,33783.73000000,33867.17000000,33783.73000000,33856.98000000,30.36895500,2021-01-06 00:43:59.999,1027684.05178587,949,15.58027600,527195.43572179,0
2021-01-06 00:44:00,33856.98000000,33859.51000000,33815.50000000,33815.52000000,40.29976800,2021-01-06 00:44:59.999,1364021.97486416,810,9.16232500,310034.24452401,0
2021-01-06 00:45:00,33815.52000000,33850.00000000,33802.56000000,33828.15000000,37.12134000,2021-01-06 00:45:59.999,1255790.01832959,796,16.15641500,546607.38665262,0
2021-01-06 00:46:00,33827.26000000,33827.26000000,33771.50000000,33793.43000000,43.76520600,2021-01-06 00:46:59.999,1479264.38722497,969,20.82371700,703781.96692626,0
2021-01-06 00:47:00,33793.39000000,33840.00000000,33793.33000000,33817.75000000,34.94293200,2021-01-06 00:47:59.999,1181917.85276865,785,13.62178100,460683.29782431,0
2021-01-06 00:48:00,33817.72000000,33819.84000000,33772.75000000,33780.88000000,47.16611400,2021-01-06 00:48:59.999,1593916.46997508,799,12.91681400,436506.87742642,0
2021-01-06 00:49:00,33780.88000000,33819.24000000,33751.94000000,33759.55000000,58.85494100,2021-01-06 00:49:59.999,1988206.84377838,1057,22.57734400,762626.40006116,0
2021-01-06 00:50:00,33760.30000000,33800.00000000,33753.62000000,33799.98000000,28.78034400,2021-01-06 00:50:59.999,972048.42092068,776,16.45655700,555735.61242339,0
2021-01-06 00:51:00,33799.97000000,33799.99000000,33733.39000000,33763.03000000,37.43955600,2021-01-06 00:51:59.999,1264141.33302123,1003,13.98317800,472033.80655735,0
2021-01-06 00:52:00,33766.05000000,33772.30000000,33722.66000000,33727.70000000,40.83269500,2021-01-06 00:52:59.999,1377738.05706286,956,13.05371100,440442.79864504,0
2021-01-06 00:53:00,33727.69000000,33880.00000000,33722.79000000,33880.00000000,75.63654100,2021-01-06 00:53:59.999,2557996.28236532,1480,43.26754000,1463080.36988486,0
2021-01-06 00:54:00,33880.00000000,34003.36000000,33879.99000000,33970.17000000,212.00446600,2021-01-06 00:54:59.999,7200458.00874344,2817,119.81038600,4069161.62993894,0
2021-01-06 00:55:00,33965.02000000,34027.88000000,33962.01000000,34027.87000000,134.20884900,2021-01-06 00:55:59.999,4562516.49059446,1713,63.34712500,2153491.72616408,0
2021-01-06 00:56:00,34027.87000000,34030.00000000,33966.88000000,33990.93000000,112.43211800,2021-01-06 00:56:59.999,3822759.22831731,1194,37.94172500,1289830.56241739,0
2021-01-06 00:57:00,33990.65000000,33999.99000000,33964.43000000,33964.98000000,44.58283500,2021-01-06 00:57:59.999,1514945.87270030,829,19.49590800,662447.75296519,0
2021-01-06 00:58:00,33964.98000000,33987.99000000,33934.66000000,33960.00000000,75.66697900,2021-01-06 00:58:59.999,2569942.52168496,1084,23.57340300,800789.08550654,0
2021-01-06 00:59:00,33960.00000000,33966.49000000,33913.51000000,33918.01000000,47.66893900,2021-01-06 00:59:59.999,1617808.84254307,923,17.58886600,596790.12974275,0
2021-01-06 01:00:00,33918.01000000,34018.93000000,33918.01000000,33935.03000000,88.55378200,2021-01-06 01:00:59.999,3009024.27578350,1470,61.20585400,2079864.10553314,0
2021-01-06 01:01:00,33935.03000000,33979.50000000,33926.77000000,33926.77000000,37.86581800,2021-01-06 01:01:59.999,1285808.48578775,869,16.50407100,560422.01808264,0
2021-01-06 01:02:00,33926.78000000,33938.29000000,33859.50000000,33865.00000000,104.17956100,2021-01-06 01:02:59.999,3531098.61459304,1277,51.40597000,1742435.88198527,0
2021-01-06 01:03:00,33865.00000000,33865.01000000,33817.76000000,33829.22000000,49.64942300,2021-01-06 01:03:59.999,1680491.47980905,1114,15.36585600,520045.92465361,0
2021-01-06 01:04:00,33829.21000000,33846.70000000,33807.96000000,33809.05000000,30.57888300,2021-01-06 01:04:59.999,1034425.58423462,877,14.06530400,475808.36030318,0
2021-01-06 01:05:00,33809.04000000,33843.00000000,33785.50000000,33787.24000000,55.23392300,2021-01-06 01:05:59.999,1867553.04680642,1027,25.83970800,873753.15699468,0
2021-01-06 01:06:00,33787.25000000,33827.49000000,33777.23000000,33790.72000000,75.60366300,2021-01-06 01:06:59.999,2555554.94190695,1127,45.80905800,1548448.47128665,0
2021-01-06 01:07:00,33790.73000000,33887.67000000,33768.31000000,33885.45000000,97.56432800,2021-01-06 01:07:59.999,3296740.64166592,1179,73.44368300,2481563.94626909,0
2021-01-06 01:08:00,33885.45000000,33899.26000000,33791.35000000,33794.78000000,41.62233800,2021-01-06 01:08:59.999,1409124.12525479,1099,17.44688300,590662.39411550,0
2021-01-06 01:09:00,33794.78000000,33840.00000000,33786.22000000,33822.42000000,35.26265700,2021-01-06 01:09:59.999,1192401.46137550,844,17.26501700,583757.82897016,0
2021-01-06 01:10:00,33822.41000000,33899.96000000,33819.62000000,33878.99000000,74.15731100,2021-01-06 01:10:59.999,2511588.36068767,918,26.09707000,883643.52446828,0
2021-01-06 01:11:00,33879.00000000,33962.39000000,33863.21000000,33929.78000000,49.23586300,2021-01-06 01:11:59.999,1669804.05726530,1243,31.81249300,1078942.49154164,0
2021-01-06 01:12:00,33929.79000000,33944.96000000,33900.47000000,33907.32000000,24.46364300,2021-01-06 01:12:59.999,829925.09389032,667,11.38019500,386034.08217599,0
2021-01-06 01:13:00,33907.32000000,33964.04000000,33907.32000000,33936.48000000,24.17154200,2021-01-06 01:13:59.999,820228.55598153,626,14.07041900,477465.87335948,0
2021-01-06 01:14:00,33937.30000000,33948.69000000,33857.39000000,33893.95000000,48.30905500,2021-01-06 01:14:59.999,1637618.01689335,1028,17.05680200,577929.70138924,0
2021-01-06 01:15:00,33893.95000000,33990.00000000,33893.95000000,33974.07000000,37.75719900,2021-01-06 01:15:59.999,1282152.60019670,943,13.21121000,448529.85418270,0
2021-01-06 01:16:00,33974.08000000,33980.23000000,33923.37000000,33923.94000000,31.45987500,2021-01-06 01:16:59.999,1067849.25036897,585,7.23646400,245607.06938445,0
2021-01-06 01:17:00,33923.94000000,33939.49000000,33904.60000000,33912.14000000,39.62281800,2021-01-06 01:17:59.999,1344082.01820564,757,15.37502500,521456.81990480,0
2021-01-06 01:18:00,33912.14000000,33943.88000000,33858.66000000,33858.66000000,35.21267000,2021-01-06 01:18:59.999,1193710.95258671,984,17.70591100,599987.24019303,0
2021-01-06 01:19:00,33858.67000000,33870.00000000,33818.50000000,33827.65000000,41.43975500,2021-01-06 01:19:59.999,1402485.01656739,961,19.34528200,654712.78221909,0
2021-01-06 01:20:00,33827.66000000,33846.50000000,33820.00000000,33832.33000000,23.35655100,2021-01-06 01:20:59.999,790306.06987181,692,8.15700500,275995.85820034,0
2021-01-06 01:21:00,33832.33000000,33932.98000000,33832.32000000,33880.00000000,75.52664200,2021-01-06 01:21:59.999,2559905.91337451,1007,46.48634800,1575531.39204617,0
2021-01-06 01:22:00,33880.00000000,33880.00000000,33777.00000000,33795.39000000,98.87035800,2021-01-06 01:22:59.999,3345011.45740141,1116,22.91322000,775230.03376153,0
2021-01-06 01:23:00,33795.40000000,33797.47000000,33737.05000000,33777.13000000,50.93359600,2021-01-06 01:23:59.999,1719920.62718368,1221,17.08065900,576777.61130116,0
2021-01-06 01:24:00,33777.14000000,33803.37000000,33710.80000000,33726.99000000,59.37027800,2021-01-06 01:24:59.999,2004172.32730192,1244,13.22069900,446260.45060524,0
2021-01-06 01:25:00,33727.20000000,33762.00000000,33668.40000000,33748.53000000,122.82152800,2021-01-06 01:25:59.999,4140441.35318199,1713,68.01206400,2292634.98132039,0
2021-01-06 01:26:00,33748.53000000,33791.36000000,33700.00000000,33707.84000000,47.99383800,2021-01-06 01:26:59.999,1619721.24177424,943,15.46379000,521891.41898473,0
2021-01-06 01:27:00,33707.85000000,33741.97000000,33701.37000000,33712.73000000,28.11681600,2021-01-06 01:27:59.999,948093.45842310,652,9.28190100,312971.01542349,0
2021-01-06 01:28:00,33712.72000000,33783.98000000,33712.72000000,33756.50000000,35.33039200,2021-01-06 01:28:59.999,1192471.07268766,911,23.21067500,783306.77969034,0
2021-01-06 01:29:00,33756.51000000,33779.90000000,33723.66000000,33723.66000000,26.36243200,2021-01-06 01:29:59.999,889968.97727641,686,11.88180200,401143.54403860,0
2021-01-06 01:30:00,33723.67000000,33739.74000000,33641.29000000,33700.19000000,68.24415300,2021-01-06 01:30:59.999,2299167.56493993,1211,25.49097500,858884.56889919,0
2021-01-06 01:31:00,33700.19000000,33739.62000000,33692.62000000,33707.35000000,22.58264000,2021-01-06 01:31:59.999,761355.09905213,654,8.42894500,284119.71126854,0
2021-01-06 01:32:00,33707.36000000,33729.40000000,33577.00000000,33587.55000000,124.94591800,2021-01-06 01:32:59.999,4203258.68949460,1845,41.88498500,1408356.40557168,0
2021-01-06 01:33:00,33586.26000000,33606.49000000,33540.47000000,33577.01000000,75.56519600,2021-01-06 01:33:59.999,2536235.04065297,1534,36.93476100,1239602.47579044,0
2021-01-06 01:34:00,33577.01000000,33580.60000000,33513.05000000,33531.30000000,98.12967700,2021-01-06 01:34:59.999,3290687.16116950,1251,52.54587800,1761925.46997223,0
2021-01-06 01:35:00,33531.30000000,33619.18000000,33530.63000000,33619.18000000,50.98310600,2021-01-06 01:35:59.999,1712669.33195193,1091,23.69981700,796034.54990534,0
2021-01-06 01:36:00,33619.19000000,33694.65000000,33615.66000000,33663.23000000,48.82175900,2021-01-06 01:36:59.999,1643483.73351632,955,19.98000300,672459.11583252,0
